ActivityID,LeadID,OpportunityID,AccountID,UserID,ActivityType,ActivityDate,Status
ACT008454,LEAD043999,,ACC02654,USR0113,Call,2022-07-06,Scheduled
ACT008455,LEAD038257,,ACC01266,USR0024,Follow-up,2024-10-21,Scheduled
ACT008456,LEAD014644,OPP05975,ACC02268,USR0072,Follow-up,2023-12-17,Cancelled
ACT008457,LEAD049742,,ACC01395,USR0134,Email,2024-03-04,Scheduled
ACT008458,LEAD051879,OPP21259,ACC01802,USR0113,Meeting,2023-10-17,Cancelled
ACT008459,LEAD061752,OPP25255,ACC03678,USR0103,Demo,2022-03-24,Completed
ACT008460,LEAD047117,,ACC01777,USR0024,Email,2023-02-21,Completed
ACT008461,LEAD054850,,ACC03778,USR0039,Call,2024-06-15,Scheduled
ACT008462,LEAD044167,,ACC04330,USR0068,Follow-up,2022-08-13,Scheduled
ACT008463,LEAD047026,OPP19249,ACC02046,USR0191,Email,2023-01-01,Scheduled
ACT008464,LEAD043446,OPP17753,ACC04573,USR0072,Meeting,2023-05-11,Cancelled
ACT008465,LEAD034531,,ACC04450,USR0039,Email,2023-12-25,Completed
ACT008466,LEAD016842,,ACC01448,USR0113,Call,2023-02-13,Cancelled
ACT008467,LEAD007264,OPP02936,ACC02820,USR0024,Email,2022-11-25,Scheduled
ACT008468,LEAD001295,OPP00527,ACC03958,USR0068,Meeting,2024-08-16,Cancelled
ACT008469,LEAD033723,,ACC03281,USR0068,Call,2023-10-24,Completed
ACT008470,LEAD003166,OPP01310,ACC04938,USR0113,Demo,2024-03-24,Cancelled
ACT008471,LEAD047453,,ACC03001,USR0024,Call,2025-04-08,Completed
ACT008472,LEAD059384,,ACC02347,USR0134,Call,2024-06-09,Scheduled
ACT008473,LEAD058706,OPP24003,ACC01890,USR0113,Email,2025-03-02,Scheduled
ACT008474,LEAD000879,,ACC04831,USR0024,Follow-up,2024-11-23,Scheduled
ACT008475,LEAD003921,OPP01607,ACC04679,USR0072,Follow-up,2024-12-04,Scheduled
ACT008476,LEAD001365,OPP00558,ACC01600,USR0115,Demo,2024-09-15,Scheduled
ACT008477,LEAD057773,OPP23595,ACC04366,USR0115,Demo,2023-08-27,Completed
ACT008478,LEAD053807,,ACC02084,USR0115,Demo,2024-06-17,Cancelled
ACT008479,LEAD007404,,ACC01461,USR0103,Email,2022-11-19,Scheduled
ACT008480,LEAD043825,,ACC03188,USR0039,Follow-up,2025-05-29,Completed
ACT008481,LEAD028280,,ACC01040,USR0134,Meeting,2024-08-04,Cancelled
ACT008482,LEAD014712,,ACC00595,USR0113,Follow-up,2024-01-17,Cancelled
ACT008483,LEAD014772,OPP06034,ACC03370,USR0072,Call,2024-11-17,Completed
ACT008484,LEAD013800,OPP05618,ACC04463,USR0039,Call,2022-10-01,Completed
ACT008485,LEAD026163,,ACC00638,USR0068,Demo,2025-04-29,Scheduled
ACT008486,LEAD012970,,ACC01561,USR0039,Follow-up,2023-09-22,Completed
ACT008487,LEAD001493,OPP00613,ACC03019,USR0134,Call,2024-10-15,Completed
ACT008488,LEAD046868,OPP19181,ACC01621,USR0024,Follow-up,2023-07-26,Completed
ACT008489,LEAD037475,,ACC04097,USR0191,Meeting,2023-10-15,Scheduled
ACT008490,LEAD007521,,ACC02128,USR0039,Call,2022-09-11,Completed
ACT008491,LEAD051647,OPP21152,ACC01678,USR0072,Call,2023-10-07,Cancelled
ACT008492,LEAD056983,OPP23279,ACC03126,USR0068,Meeting,2022-11-11,Completed
ACT008493,LEAD000848,OPP00350,ACC02470,USR0113,Follow-up,2024-09-17,Scheduled
ACT008494,LEAD019217,,ACC04510,USR0039,Follow-up,2024-08-28,Completed
ACT008495,LEAD009952,,ACC04571,USR0072,Meeting,2024-10-28,Cancelled
ACT008496,LEAD017363,OPP07072,ACC00475,USR0113,Email,2023-02-28,Cancelled
ACT008497,LEAD023109,OPP09406,ACC02484,USR0024,Meeting,2023-12-21,Completed
ACT008498,LEAD034354,OPP14062,ACC00970,USR0024,Meeting,2023-12-30,Cancelled
ACT008499,LEAD042068,,ACC03287,USR0191,Meeting,2022-08-03,Completed
ACT008500,LEAD056447,,ACC00262,USR0113,Meeting,2023-03-03,Scheduled
ACT008501,LEAD026051,OPP10636,ACC00805,USR0134,Call,2025-02-10,Completed
ACT008502,LEAD030418,OPP12461,ACC04274,USR0103,Demo,2025-03-31,Cancelled
ACT008503,LEAD055490,OPP22674,ACC04657,USR0103,Call,2025-03-28,Cancelled
ACT008504,LEAD035914,OPP14667,ACC03609,USR0103,Demo,2023-06-09,Cancelled
ACT008505,LEAD035987,OPP14697,ACC02562,USR0024,Follow-up,2023-06-03,Completed
ACT008506,LEAD047764,OPP19555,ACC00708,USR0103,Follow-up,2023-07-22,Scheduled
ACT008507,LEAD027077,,ACC04609,USR0039,Demo,2023-11-29,Scheduled
ACT008508,LEAD060694,OPP24794,ACC04909,USR0115,Call,2024-08-25,Cancelled
ACT008509,LEAD040384,,ACC02418,USR0134,Email,2023-03-01,Scheduled
ACT008510,LEAD053877,,ACC02876,USR0068,Meeting,2024-08-09,Cancelled
ACT008511,LEAD029241,OPP11976,ACC00824,USR0103,Email,2024-06-16,Cancelled
ACT008512,LEAD008109,OPP03268,ACC03127,USR0039,Email,2024-01-27,Cancelled
ACT008513,LEAD021175,,ACC01495,USR0113,Follow-up,2025-02-06,Scheduled
ACT008514,LEAD031858,,ACC03022,USR0072,Follow-up,2022-09-08,Cancelled
ACT008515,LEAD048526,,ACC01489,USR0072,Email,2023-08-07,Completed
ACT008516,LEAD017834,,ACC02956,USR0191,Demo,2024-02-22,Scheduled
ACT008517,LEAD010541,,ACC02055,USR0134,Demo,2024-02-06,Completed
ACT008518,LEAD000599,OPP00240,ACC01020,USR0039,Meeting,2024-11-13,Completed
ACT008519,LEAD052730,,ACC00801,USR0039,Email,2023-08-24,Cancelled
ACT008520,LEAD053193,OPP21777,ACC03691,USR0134,Call,2023-09-04,Completed
ACT008521,LEAD050526,OPP20655,ACC03838,USR0115,Email,2023-01-05,Scheduled
ACT008522,LEAD035430,,ACC03128,USR0068,Meeting,2023-01-10,Completed
ACT008523,LEAD007284,,ACC01864,USR0191,Demo,2022-10-18,Completed
ACT008524,LEAD034499,,ACC00127,USR0072,Call,2024-01-05,Scheduled
ACT008525,LEAD008980,OPP03642,ACC00502,USR0072,Meeting,2025-02-17,Completed
ACT008526,LEAD013107,,ACC00387,USR0103,Call,2025-02-24,Cancelled
ACT008527,LEAD019666,,ACC01075,USR0103,Follow-up,2024-11-21,Cancelled
ACT008528,LEAD011484,,ACC02760,USR0115,Email,2024-04-04,Completed
ACT008529,LEAD018319,OPP07460,ACC01834,USR0134,Email,2023-07-06,Scheduled
ACT008530,LEAD045419,,ACC04180,USR0113,Call,2023-06-26,Completed
ACT008531,LEAD022880,,ACC04749,USR0024,Call,2024-01-22,Cancelled
ACT008532,LEAD058376,,ACC04787,USR0039,Demo,2023-07-14,Cancelled
ACT008533,LEAD009377,OPP03796,ACC02896,USR0068,Meeting,2024-07-17,Completed
ACT008534,LEAD051559,,ACC01512,USR0068,Follow-up,2023-10-10,Cancelled
ACT008535,LEAD055013,,ACC04302,USR0068,Demo,2024-05-26,Cancelled
ACT008536,LEAD040635,,ACC02232,USR0134,Email,2023-01-22,Completed
ACT008537,LEAD060013,,ACC02911,USR0039,Call,2022-08-12,Completed
ACT008538,LEAD045024,OPP18396,ACC01720,USR0191,Demo,2025-08-15,Scheduled
ACT008539,LEAD040635,,ACC02232,USR0134,Email,2023-01-21,Cancelled
ACT008540,LEAD021876,OPP08917,ACC01811,USR0024,Call,2023-12-22,Scheduled
ACT008541,LEAD060369,,ACC03265,USR0115,Meeting,2022-10-12,Scheduled
ACT008542,LEAD054208,,ACC03611,USR0191,Follow-up,2024-08-04,Cancelled
ACT008543,LEAD031182,OPP12777,ACC04526,USR0039,Follow-up,2024-05-20,Scheduled
ACT008544,LEAD024708,OPP10063,ACC03747,USR0072,Follow-up,2024-05-26,Completed
ACT008545,LEAD039825,,ACC02256,USR0113,Email,2022-12-24,Cancelled
ACT008546,LEAD022645,OPP09232,ACC00632,USR0024,Follow-up,2023-11-15,Scheduled
ACT008547,LEAD028199,,ACC02285,USR0039,Email,2024-06-17,Scheduled
ACT008548,LEAD008611,,ACC04638,USR0113,Email,2022-06-18,Completed
ACT008549,LEAD027437,OPP11212,ACC04887,USR0072,Email,2023-01-25,Completed
ACT008550,LEAD015072,,ACC00070,USR0039,Email,2024-04-26,Scheduled
ACT008551,LEAD024001,OPP09778,ACC02976,USR0103,Meeting,2022-05-25,Cancelled
ACT008552,LEAD030942,OPP12676,ACC01917,USR0134,Call,2024-03-25,Scheduled
ACT008553,LEAD048051,,ACC02235,USR0115,Demo,2023-07-27,Completed
ACT008554,LEAD006636,OPP02699,ACC03168,USR0103,Follow-up,2022-08-10,Completed
ACT008555,LEAD032018,OPP13084,ACC00434,USR0024,Demo,2022-10-17,Completed
ACT008556,LEAD042151,,ACC03558,USR0039,Meeting,2022-07-16,Completed
ACT008557,LEAD022882,,ACC03768,USR0134,Follow-up,2023-12-27,Completed
ACT008558,LEAD048004,,ACC01725,USR0068,Email,2023-08-03,Scheduled
ACT008559,LEAD028342,,ACC02985,USR0191,Email,2024-06-10,Completed
ACT008560,LEAD025846,OPP10556,ACC00020,USR0072,Follow-up,2025-01-30,Cancelled
ACT008561,LEAD048046,,ACC00438,USR0115,Email,2023-07-26,Completed
ACT008562,LEAD051720,,ACC03166,USR0024,Follow-up,2023-10-15,Completed
ACT008563,LEAD058175,,ACC00602,USR0103,Follow-up,2023-08-10,Scheduled
ACT008564,LEAD060049,,ACC02372,USR0068,Call,2022-12-18,Cancelled
ACT008565,LEAD036051,OPP14727,ACC04704,USR0191,Follow-up,2023-06-20,Completed
ACT008566,LEAD024014,,ACC04120,USR0115,Call,2022-07-07,Completed
ACT008567,LEAD018501,,ACC00358,USR0039,Demo,2023-08-18,Completed
ACT008568,LEAD024684,,ACC02349,USR0039,Meeting,2024-07-17,Scheduled
ACT008569,LEAD001691,OPP00693,ACC04392,USR0113,Follow-up,2023-06-29,Completed
ACT008570,LEAD013912,OPP05662,ACC01030,USR0134,Follow-up,2023-01-18,Scheduled
ACT008571,LEAD033056,,ACC02826,USR0024,Demo,2025-05-09,Cancelled
ACT008572,LEAD038148,,ACC03146,USR0115,Email,2024-11-22,Cancelled
ACT008573,LEAD031072,OPP12740,ACC04620,USR0113,Call,2024-04-02,Scheduled
ACT008574,LEAD039095,,ACC02361,USR0134,Follow-up,2023-01-27,Completed
ACT008575,LEAD007712,,ACC00173,USR0072,Call,2022-12-13,Scheduled
ACT008576,LEAD017888,OPP07287,ACC00235,USR0134,Email,2024-03-09,Scheduled
ACT008577,LEAD031984,OPP13073,ACC02174,USR0103,Follow-up,2022-11-24,Completed
ACT008578,LEAD030354,,ACC04106,USR0113,Follow-up,2025-04-05,Scheduled
ACT008579,LEAD002916,,ACC01027,USR0068,Email,2023-07-29,Cancelled
ACT008580,LEAD060502,,ACC02173,USR0103,Follow-up,2022-09-23,Scheduled
ACT008581,LEAD021222,OPP08643,ACC02118,USR0039,Email,2025-03-05,Cancelled
ACT008582,LEAD046933,,ACC00721,USR0024,Meeting,2023-12-27,Scheduled
ACT008583,LEAD054532,OPP22297,ACC02052,USR0134,Call,2024-08-24,Cancelled
ACT008584,LEAD031861,OPP13033,ACC02846,USR0072,Follow-up,2022-09-16,Completed
ACT008585,LEAD049674,OPP20306,ACC02314,USR0113,Demo,2024-05-13,Completed
ACT008586,LEAD051989,,ACC04520,USR0039,Call,2023-09-15,Completed
ACT008587,LEAD023780,,ACC02308,USR0072,Email,2023-12-25,Cancelled
ACT008588,LEAD026968,OPP11017,ACC04549,USR0103,Follow-up,2023-11-14,Completed
ACT008589,LEAD047446,,ACC01766,USR0103,Email,2025-04-21,Completed
ACT008590,LEAD048661,OPP19905,ACC04687,USR0024,Email,2023-12-25,Completed
ACT008591,LEAD027103,,ACC01900,USR0072,Call,2023-09-30,Scheduled
ACT008592,LEAD002518,OPP01052,ACC02152,USR0191,Demo,2023-07-01,Scheduled
ACT008593,LEAD061132,,ACC01609,USR0068,Email,2023-04-28,Cancelled
ACT008594,LEAD006191,,ACC03976,USR0039,Follow-up,2022-05-20,Cancelled
ACT008595,LEAD020671,OPP08413,ACC04760,USR0068,Call,2024-12-20,Scheduled
ACT008596,LEAD026908,OPP10993,ACC03021,USR0039,Follow-up,2023-11-02,Cancelled
ACT008597,LEAD056375,OPP23009,ACC00985,USR0068,Email,2023-03-14,Cancelled
ACT008598,LEAD023144,OPP09421,ACC02370,USR0039,Email,2023-11-25,Cancelled
ACT008599,LEAD005542,,ACC03760,USR0068,Call,2025-04-10,Completed
ACT008600,LEAD038678,OPP15780,ACC03453,USR0103,Email,2023-02-24,Completed
ACT008601,LEAD038348,,ACC03338,USR0039,Email,2023-03-20,Completed
ACT008602,LEAD007402,,ACC00159,USR0024,Email,2022-10-31,Completed
ACT008603,LEAD043890,,ACC04601,USR0115,Demo,2025-06-27,Scheduled
ACT008604,LEAD007881,OPP03195,ACC02921,USR0134,Email,2022-09-02,Cancelled
ACT008605,LEAD043872,OPP17919,ACC04894,USR0039,Call,2025-04-13,Completed
ACT008606,LEAD035060,,ACC03682,USR0039,Email,2023-02-15,Completed
ACT008607,LEAD034217,,ACC01157,USR0024,Email,2023-10-21,Cancelled
ACT008608,LEAD056434,,ACC00518,USR0039,Demo,2023-02-02,Scheduled
ACT008609,LEAD050806,,ACC03918,USR0072,Call,2023-02-18,Scheduled
ACT008610,LEAD020453,OPP08317,ACC01078,USR0024,Demo,2024-12-22,Completed
ACT008611,LEAD012465,,ACC04740,USR0068,Call,2023-09-08,Scheduled
ACT008612,LEAD017944,OPP07309,ACC03147,USR0068,Follow-up,2024-02-27,Completed
ACT008613,LEAD001071,OPP00437,ACC02900,USR0072,Demo,2024-12-13,Scheduled
ACT008614,LEAD012716,,ACC04926,USR0024,Meeting,2023-11-28,Scheduled
ACT008615,LEAD048701,,ACC04855,USR0072,Follow-up,2024-04-11,Completed
ACT008616,LEAD044193,,ACC02476,USR0072,Follow-up,2022-07-24,Completed
ACT008617,LEAD004321,,ACC02335,USR0115,Call,2024-06-07,Cancelled
ACT008618,LEAD029614,,ACC01194,USR0072,Email,2022-04-26,Cancelled
ACT008619,LEAD010714,OPP04387,ACC01080,USR0068,Demo,2024-08-31,Cancelled
ACT008620,LEAD013462,,ACC02202,USR0072,Call,2025-03-19,Scheduled
ACT008621,LEAD052249,,ACC02570,USR0113,Demo,2023-07-17,Cancelled
ACT008622,LEAD002865,,ACC02455,USR0039,Email,2023-04-26,Cancelled
ACT008623,LEAD026470,,ACC03997,USR0113,Follow-up,2023-10-10,Completed
ACT008624,LEAD057919,,ACC00176,USR0024,Call,2023-05-07,Scheduled
ACT008625,LEAD031118,,ACC04149,USR0024,Follow-up,2024-06-09,Scheduled
ACT008626,LEAD006736,OPP02736,ACC02532,USR0103,Follow-up,2022-09-19,Scheduled
ACT008627,LEAD013953,OPP05678,ACC04890,USR0134,Email,2023-02-22,Completed
ACT008628,LEAD010803,,ACC02734,USR0039,Call,2024-09-16,Completed
ACT008629,LEAD020041,,ACC00309,USR0113,Demo,2023-08-13,Scheduled
ACT008630,LEAD004491,,ACC03639,USR0115,Follow-up,2023-07-28,Completed
ACT008631,LEAD052196,OPP21392,ACC03865,USR0068,Demo,2023-08-13,Cancelled
ACT008632,LEAD003367,OPP01381,ACC00839,USR0103,Meeting,2024-03-13,Scheduled
ACT008633,LEAD059627,,ACC00100,USR0113,Demo,2024-08-09,Scheduled
ACT008634,LEAD045189,,ACC00711,USR0068,Call,2023-02-21,Scheduled
ACT008635,LEAD002636,,ACC03830,USR0068,Demo,2023-06-17,Completed
ACT008636,LEAD003835,,ACC04806,USR0115,Follow-up,2024-08-30,Cancelled
ACT008637,LEAD013116,,ACC01994,USR0103,Demo,2025-03-15,Scheduled
ACT008638,LEAD048651,,ACC00076,USR0072,Call,2024-03-09,Scheduled
ACT008639,LEAD044207,,ACC03862,USR0024,Meeting,2022-07-21,Scheduled
ACT008640,LEAD041992,,ACC03851,USR0103,Call,2022-08-19,Scheduled
ACT008641,LEAD018645,,ACC01444,USR0191,Demo,2023-06-29,Completed
ACT008642,LEAD054486,,ACC00515,USR0113,Meeting,2024-08-27,Cancelled
ACT008643,LEAD003649,OPP01494,ACC03710,USR0024,Email,2024-12-20,Cancelled
ACT008644,LEAD018710,,ACC02729,USR0072,Follow-up,2023-06-06,Scheduled
ACT008645,LEAD057055,OPP23307,ACC02961,USR0115,Call,2023-02-19,Scheduled
ACT008646,LEAD029096,OPP11920,ACC03498,USR0134,Follow-up,2024-07-05,Scheduled
ACT008647,LEAD041201,,ACC04450,USR0113,Demo,2023-05-10,Completed
ACT008648,LEAD013064,OPP05308,ACC02533,USR0115,Email,2025-01-27,Scheduled
ACT008649,LEAD052095,,ACC02078,USR0039,Demo,2023-06-08,Completed
ACT008650,LEAD055755,,ACC01867,USR0039,Meeting,2025-04-06,Completed
ACT008651,LEAD003517,,ACC04320,USR0113,Email,2024-10-16,Scheduled
ACT008652,LEAD024215,,ACC02754,USR0134,Email,2022-07-08,Cancelled
ACT008653,LEAD000559,,ACC01850,USR0024,Follow-up,2024-06-22,Cancelled
ACT008654,LEAD059576,OPP24359,ACC04946,USR0072,Meeting,2024-05-20,Cancelled
ACT008655,LEAD009988,OPP04068,ACC02818,USR0113,Call,2022-08-28,Cancelled
ACT008656,LEAD036831,OPP15046,ACC02089,USR0115,Follow-up,2025-06-26,Cancelled
ACT008657,LEAD026533,,ACC03287,USR0039,Call,2023-08-26,Cancelled
ACT008658,LEAD009140,,ACC00700,USR0115,Demo,2025-04-11,Cancelled
ACT008659,LEAD055980,OPP22866,ACC00231,USR0191,Follow-up,2023-05-05,Completed
ACT008660,LEAD053648,OPP21936,ACC02217,USR0024,Follow-up,2022-06-04,Scheduled
ACT008661,LEAD017425,OPP07095,ACC02510,USR0115,Email,2023-03-26,Cancelled
ACT008662,LEAD029075,,ACC01477,USR0072,Call,2024-05-08,Cancelled
ACT008663,LEAD001140,,ACC00343,USR0134,Follow-up,2024-09-22,Cancelled
ACT008664,LEAD050140,,ACC03493,USR0039,Meeting,2023-02-11,Completed
ACT008665,LEAD006429,OPP02617,ACC01709,USR0103,Follow-up,2022-08-09,Scheduled
ACT008666,LEAD054607,OPP22324,ACC02117,USR0134,Email,2024-08-20,Completed
ACT008667,LEAD039330,OPP16056,ACC04705,USR0134,Meeting,2022-11-30,Scheduled
ACT008668,LEAD036935,,ACC00450,USR0191,Meeting,2025-05-26,Cancelled
ACT008669,LEAD045889,,ACC01353,USR0115,Meeting,2023-11-22,Cancelled
ACT008670,LEAD002559,,ACC03379,USR0039,Email,2023-06-14,Completed
ACT008671,LEAD035910,OPP14664,ACC02201,USR0103,Email,2023-07-11,Completed
ACT008672,LEAD014907,OPP06094,ACC02387,USR0113,Email,2024-04-06,Completed
ACT008673,LEAD060077,,ACC00747,USR0068,Meeting,2022-10-04,Cancelled
ACT008674,LEAD024843,,ACC00341,USR0113,Demo,2024-04-26,Scheduled
ACT008675,LEAD014962,,ACC03317,USR0068,Meeting,2024-03-06,Cancelled
ACT008676,LEAD004675,,ACC03098,USR0191,Meeting,2023-07-11,Scheduled
ACT008677,LEAD055618,,ACC04857,USR0024,Demo,2025-03-30,Cancelled
ACT008678,LEAD030375,,ACC00295,USR0115,Meeting,2025-04-13,Scheduled
ACT008679,LEAD038472,,ACC00973,USR0068,Demo,2023-04-17,Scheduled
ACT008680,LEAD059317,,ACC00686,USR0024,Meeting,2024-08-01,Cancelled
ACT008681,LEAD009380,,ACC02450,USR0103,Meeting,2024-09-25,Completed
ACT008682,LEAD048940,OPP20020,ACC00617,USR0024,Email,2024-01-20,Scheduled
ACT008683,LEAD013532,,ACC00490,USR0068,Follow-up,2025-02-06,Scheduled
ACT008684,LEAD030110,,ACC04223,USR0115,Meeting,2022-07-27,Scheduled
ACT008685,LEAD044857,,ACC04065,USR0024,Follow-up,2025-04-15,Cancelled
ACT008686,LEAD017201,,ACC04281,USR0191,Call,2022-11-18,Scheduled
ACT008687,LEAD032971,,ACC00807,USR0134,Meeting,2025-04-21,Completed
ACT008688,LEAD009299,OPP03759,ACC01018,USR0134,Email,2024-12-25,Scheduled
ACT008689,LEAD057879,,ACC03094,USR0068,Meeting,2023-06-01,Completed
ACT008690,LEAD004600,OPP01886,ACC02608,USR0072,Call,2023-08-12,Cancelled
ACT008691,LEAD046173,OPP18879,ACC04475,USR0103,Follow-up,2022-04-09,Scheduled
ACT008692,LEAD012085,,ACC00858,USR0134,Call,2024-06-26,Scheduled
ACT008693,LEAD056946,OPP23261,ACC00786,USR0068,Demo,2023-02-18,Cancelled
ACT008694,LEAD052568,,ACC04851,USR0039,Meeting,2023-08-25,Scheduled
ACT008695,LEAD057746,OPP23583,ACC03380,USR0134,Demo,2023-09-11,Scheduled
ACT008696,LEAD002014,OPP00840,ACC00881,USR0191,Demo,2024-08-16,Completed
ACT008697,LEAD046660,,ACC04290,USR0134,Email,2023-09-23,Completed
ACT008698,LEAD034309,,ACC00781,USR0072,Meeting,2024-01-04,Completed
ACT008699,LEAD009031,OPP03660,ACC02646,USR0191,Meeting,2024-12-24,Cancelled
ACT008700,LEAD014452,,ACC04758,USR0039,Call,2023-11-24,Scheduled
ACT008701,LEAD007501,,ACC04606,USR0134,Demo,2022-09-22,Completed
ACT008702,LEAD000660,OPP00274,ACC01271,USR0072,Meeting,2024-10-01,Completed
ACT008703,LEAD054830,,ACC01225,USR0113,Meeting,2024-07-14,Cancelled
ACT008704,LEAD031985,,ACC02382,USR0191,Follow-up,2022-10-24,Completed
ACT008705,LEAD025369,OPP10345,ACC00090,USR0068,Email,2025-02-24,Scheduled
ACT008706,LEAD028168,,ACC02936,USR0134,Call,2024-10-13,Scheduled
ACT008707,LEAD044243,OPP18068,ACC04528,USR0068,Meeting,2022-07-24,Scheduled
ACT008708,LEAD015719,,ACC02381,USR0024,Call,2022-09-18,Scheduled
ACT008709,LEAD050146,OPP20507,ACC02674,USR0072,Demo,2023-02-15,Completed
ACT008710,LEAD025870,,ACC03908,USR0068,Demo,2025-01-15,Completed
ACT008711,LEAD051187,OPP20953,ACC03698,USR0068,Call,2024-05-17,Completed
ACT008712,LEAD061564,,ACC01428,USR0113,Call,2023-03-28,Scheduled
ACT008713,LEAD022867,,ACC02647,USR0103,Meeting,2023-11-14,Completed
ACT008714,LEAD016070,OPP06553,ACC04974,USR0113,Call,2023-09-14,Completed
ACT008715,LEAD050807,,ACC02499,USR0113,Follow-up,2023-01-31,Scheduled
ACT008716,LEAD057005,,ACC03171,USR0103,Follow-up,2022-10-20,Scheduled
ACT008717,LEAD045738,,ACC03874,USR0191,Email,2023-05-11,Completed
ACT008718,LEAD010721,,ACC00538,USR0191,Meeting,2024-10-22,Cancelled
ACT008719,LEAD026022,OPP10624,ACC03383,USR0115,Email,2025-03-07,Scheduled
ACT008720,LEAD045105,,ACC03245,USR0115,Follow-up,2025-10-19,Scheduled
ACT008721,LEAD017819,OPP07257,ACC02005,USR0191,Meeting,2024-02-21,Cancelled
ACT008722,LEAD005010,,ACC04272,USR0134,Demo,2023-08-17,Completed
ACT008723,LEAD018207,,ACC01042,USR0103,Demo,2023-02-10,Completed
ACT008724,LEAD031430,,ACC01970,USR0024,Email,2024-06-17,Cancelled
ACT008725,LEAD035103,OPP14359,ACC04739,USR0068,Call,2023-01-21,Cancelled
ACT008726,LEAD017513,OPP07129,ACC04637,USR0024,Demo,2023-02-21,Scheduled
ACT008727,LEAD025934,,ACC02006,USR0103,Email,2025-03-30,Completed
ACT008728,LEAD010215,OPP04174,ACC02041,USR0134,Demo,2022-11-16,Scheduled
ACT008729,LEAD028402,OPP11619,ACC01716,USR0103,Email,2024-09-13,Cancelled
ACT008730,LEAD038988,,ACC02878,USR0024,Demo,2023-02-07,Cancelled
ACT008731,LEAD056900,OPP23247,ACC02500,USR0191,Demo,2023-03-15,Completed
ACT008732,LEAD001432,OPP00588,ACC01935,USR0191,Demo,2024-09-23,Completed
ACT008733,LEAD020267,,ACC00425,USR0039,Meeting,2023-08-11,Completed
ACT008734,LEAD027234,,ACC01666,USR0072,Call,2023-09-10,Cancelled
ACT008735,LEAD001031,,ACC01361,USR0039,Meeting,2024-09-05,Completed
ACT008736,LEAD001824,OPP00750,ACC01955,USR0039,Demo,2024-10-14,Cancelled
ACT008737,LEAD002819,,ACC01341,USR0039,Call,2023-05-17,Scheduled
ACT008738,LEAD010773,,ACC01799,USR0024,Follow-up,2024-10-05,Cancelled
ACT008739,LEAD054100,OPP22105,ACC03127,USR0134,Call,2024-08-01,Completed
ACT008740,LEAD022516,OPP09180,ACC00465,USR0115,Email,2023-02-23,Scheduled
ACT008741,LEAD019214,,ACC04856,USR0039,Email,2024-10-19,Cancelled
ACT008742,LEAD051245,OPP20973,ACC04499,USR0072,Call,2024-04-16,Scheduled
ACT008743,LEAD047804,OPP19571,ACC04142,USR0134,Meeting,2023-08-07,Scheduled
ACT008744,LEAD018393,,ACC01349,USR0115,Email,2023-09-04,Completed
ACT008745,LEAD028168,,ACC02936,USR0134,Call,2024-09-30,Cancelled
ACT008746,LEAD007497,,ACC01018,USR0191,Email,2022-09-04,Cancelled
ACT008747,LEAD043583,,ACC02597,USR0072,Call,2023-06-07,Completed
ACT008748,LEAD041801,,ACC03052,USR0024,Demo,2022-08-31,Cancelled
ACT008749,LEAD024895,OPP10143,ACC01816,USR0103,Call,2024-05-05,Scheduled
ACT008750,LEAD059553,,ACC03346,USR0024,Call,2024-05-27,Completed
ACT008751,LEAD029687,,ACC02078,USR0115,Email,2022-04-04,Scheduled
ACT008752,LEAD053422,,ACC02514,USR0134,Meeting,2022-06-23,Scheduled
ACT008753,LEAD010439,OPP04274,ACC02388,USR0103,Email,2022-10-28,Cancelled
ACT008754,LEAD038529,,ACC02726,USR0039,Demo,2023-02-11,Completed
ACT008755,LEAD058864,,ACC02237,USR0068,Call,2025-02-21,Cancelled
ACT008756,LEAD051029,OPP20882,ACC04300,USR0115,Email,2023-01-12,Cancelled
ACT008757,LEAD050120,OPP20496,ACC03691,USR0115,Demo,2022-12-14,Completed
ACT008758,LEAD028982,OPP11874,ACC03197,USR0115,Email,2024-06-04,Cancelled
ACT008759,LEAD054533,OPP22298,ACC04068,USR0039,Follow-up,2024-07-02,Scheduled
ACT008760,LEAD060901,OPP24874,ACC00739,USR0039,Email,2023-05-07,Completed
ACT008761,LEAD020106,OPP08187,ACC01815,USR0068,Email,2023-08-08,Completed
ACT008762,LEAD044010,,ACC03014,USR0068,Demo,2022-07-10,Completed
ACT008763,LEAD010233,OPP04183,ACC02981,USR0103,Follow-up,2022-08-25,Completed
ACT008764,LEAD001946,OPP00809,ACC03555,USR0191,Follow-up,2024-09-13,Cancelled
ACT008765,LEAD061068,OPP24943,ACC02414,USR0068,Email,2023-04-14,Completed
ACT008766,LEAD001742,,ACC00741,USR0068,Meeting,2024-09-18,Scheduled
ACT008767,LEAD025602,,ACC04047,USR0072,Email,2025-03-10,Scheduled
ACT008768,LEAD038898,OPP15880,ACC04696,USR0191,Email,2023-04-19,Completed
ACT008769,LEAD026137,OPP10672,ACC03705,USR0103,Demo,2025-03-31,Completed
ACT008770,LEAD018944,,ACC03421,USR0072,Meeting,2023-06-14,Completed
ACT008771,LEAD042200,,ACC03806,USR0024,Demo,2022-08-09,Completed
ACT008772,LEAD008372,,ACC04289,USR0134,Call,2022-08-08,Cancelled
ACT008773,LEAD035621,,ACC01763,USR0039,Call,2023-03-24,Cancelled
ACT008774,LEAD033751,,ACC02525,USR0113,Demo,2023-10-23,Cancelled
