OpportunityID,LeadID,AccountID,AssignedSalesRepID,Stage,Probability,OpportunityAmount,CreatedDate,ExpectedCloseDate
OPP17844,LEAD043689,ACC02871,USR0113,Closed Won,100,78675,2023-04-29,2023-05-26
OPP17845,LEAD043692,ACC00640,USR0103,Closed Lost,0,6859,2023-06-22,2023-07-28
OPP17846,LEAD043697,ACC04589,USR0068,Closed Won,100,129304,2023-05-13,2023-06-14
OPP17847,LEAD043698,ACC03923,USR0191,Negotiation,75,194874,2023-06-11,2023-07-12
OPP17848,LEAD043700,ACC04147,USR0134,Needs Analysis,35,189821,2023-05-21,2023-07-15
OPP17849,LEAD043702,ACC00407,USR0115,Closed Won,100,266755,2023-06-03,2023-07-01
OPP17850,LEAD043706,ACC02348,USR0103,Negotiation,75,114637,2025-04-19,2025-06-07
OPP17851,LEAD043707,ACC04894,USR0039,Qualification,20,137317,2025-06-25,2025-08-29
OPP17852,LEAD043710,ACC04086,USR0113,Proposal,50,104110,2025-04-18,2025-06-28
OPP17853,LEAD043711,ACC01707,USR0113,Proposal,50,196401,2025-04-08,2025-04-27
OPP17854,LEAD043714,ACC03151,USR0115,Negotiation,75,68650,2025-05-23,2025-07-22
OPP17855,LEAD043718,ACC02059,USR0068,Needs Analysis,35,250034,2025-04-23,2025-07-01
OPP17856,LEAD043719,ACC04234,USR0068,Needs Analysis,35,212251,2025-05-06,2025-06-15
OPP17857,LEAD043720,ACC03113,USR0039,Negotiation,75,65910,2025-05-01,2025-07-05
OPP17858,LEAD043721,ACC03167,USR0039,Needs Analysis,35,89069,2025-05-08,2025-06-26
OPP17859,LEAD043722,ACC01126,USR0113,Negotiation,75,180443,2025-04-03,2025-04-23
OPP17860,LEAD043725,ACC01234,USR0113,Qualification,20,59766,2025-05-29,2025-08-01
OPP17861,LEAD043726,ACC04875,USR0103,Qualification,20,6246,2025-06-06,2025-08-03
OPP17862,LEAD043730,ACC00514,USR0134,Qualification,20,156050,2025-06-30,2025-09-11
OPP17863,LEAD043731,ACC02547,USR0068,Qualification,20,187575,2025-05-23,2025-08-16
OPP17864,LEAD043732,ACC04175,USR0103,Needs Analysis,35,92174,2025-04-17,2025-06-14
OPP17865,LEAD043735,ACC04910,USR0134,Qualification,20,43462,2025-04-06,2025-07-01
OPP17866,LEAD043736,ACC00823,USR0134,Proposal,50,61484,2025-04-02,2025-05-07
OPP17867,LEAD043741,ACC00910,USR0039,Qualification,20,95983,2025-07-03,2025-08-10
OPP17868,LEAD043743,ACC00624,USR0115,Needs Analysis,35,32532,2025-06-12,2025-08-02
OPP17869,LEAD043744,ACC02364,USR0072,Closed Lost,0,270380,2025-04-17,2025-07-15
OPP17870,LEAD043745,ACC03998,USR0024,Qualification,20,197280,2025-04-17,2025-07-09
OPP17871,LEAD043748,ACC04830,USR0134,Proposal,50,141028,2025-04-23,2025-05-18
OPP17872,LEAD043750,ACC00850,USR0115,Qualification,20,143504,2025-06-15,2025-09-09
OPP17873,LEAD043752,ACC02116,USR0068,Proposal,50,229689,2025-05-24,2025-08-19
OPP17874,LEAD043753,ACC03554,USR0113,Proposal,50,266742,2025-04-21,2025-07-17
OPP17875,LEAD043756,ACC04118,USR0115,Negotiation,75,21239,2025-04-16,2025-05-14
OPP17876,LEAD043757,ACC02296,USR0191,Closed Won,100,228576,2025-03-26,2025-06-21
OPP17877,LEAD043762,ACC03167,USR0134,Proposal,50,299568,2025-04-08,2025-06-20
OPP17878,LEAD043766,ACC04042,USR0068,Needs Analysis,35,7972,2025-06-17,2025-07-24
OPP17879,LEAD043772,ACC00798,USR0113,Closed Lost,0,63970,2025-04-16,2025-05-11
OPP17880,LEAD043774,ACC01778,USR0024,Qualification,20,193050,2025-05-17,2025-07-08
OPP17881,LEAD043777,ACC03878,USR0039,Needs Analysis,35,24906,2025-05-25,2025-06-23
OPP17882,LEAD043782,ACC00908,USR0068,Closed Won,100,47941,2025-03-30,2025-05-25
OPP17883,LEAD043789,ACC02129,USR0113,Negotiation,75,127246,2025-06-23,2025-08-04
OPP17884,LEAD043793,ACC03150,USR0113,Needs Analysis,35,123830,2025-05-22,2025-07-02
OPP17885,LEAD043799,ACC04746,USR0024,Qualification,20,258091,2025-04-26,2025-07-10
OPP17886,LEAD043803,ACC03197,USR0039,Qualification,20,255712,2025-03-21,2025-06-19
OPP17887,LEAD043805,ACC00353,USR0113,Proposal,50,172943,2025-06-28,2025-09-06
OPP17888,LEAD043807,ACC02393,USR0068,Proposal,50,214459,2025-06-25,2025-09-16
OPP17889,LEAD043808,ACC04214,USR0068,Closed Won,100,170778,2025-06-24,2025-08-12
OPP17890,LEAD043809,ACC00298,USR0072,Qualification,20,235543,2025-04-01,2025-06-04
OPP17891,LEAD043810,ACC00086,USR0072,Closed Won,100,49088,2025-05-06,2025-05-28
OPP17892,LEAD043811,ACC02935,USR0113,Needs Analysis,35,80917,2025-04-13,2025-05-08
OPP17893,LEAD043813,ACC00588,USR0024,Negotiation,75,255871,2025-04-12,2025-05-29
OPP17894,LEAD043815,ACC03282,USR0191,Needs Analysis,35,63706,2025-04-24,2025-06-29
OPP17895,LEAD043819,ACC02179,USR0072,Negotiation,75,76920,2025-06-21,2025-08-12
OPP17896,LEAD043820,ACC02952,USR0103,Qualification,20,268958,2025-04-28,2025-06-25
OPP17897,LEAD043822,ACC01753,USR0024,Proposal,50,164891,2025-04-20,2025-05-13
OPP17898,LEAD043823,ACC02900,USR0103,Closed Won,100,56140,2025-04-18,2025-05-10
OPP17899,LEAD043827,ACC00774,USR0115,Proposal,50,151871,2025-04-27,2025-07-24
OPP17900,LEAD043833,ACC03066,USR0068,Qualification,20,293326,2025-06-27,2025-09-19
OPP17901,LEAD043834,ACC02481,USR0103,Proposal,50,214345,2025-04-26,2025-07-07
OPP17902,LEAD043835,ACC04300,USR0039,Closed Lost,0,173713,2025-06-29,2025-09-18
OPP17903,LEAD043839,ACC00073,USR0072,Needs Analysis,35,237682,2025-06-30,2025-08-04
OPP17904,LEAD043843,ACC04502,USR0039,Qualification,20,68187,2025-04-05,2025-07-01
OPP17905,LEAD043848,ACC03337,USR0115,Negotiation,75,254853,2025-06-01,2025-07-07
OPP17906,LEAD043851,ACC00509,USR0039,Qualification,20,56446,2025-05-05,2025-07-29
OPP17907,LEAD043852,ACC04556,USR0068,Qualification,20,181216,2025-05-09,2025-06-10
OPP17908,LEAD043853,ACC01985,USR0072,Negotiation,75,71224,2025-04-30,2025-07-19
OPP17909,LEAD043854,ACC04988,USR0024,Proposal,50,196967,2025-04-09,2025-05-28
OPP17910,LEAD043856,ACC02485,USR0134,Negotiation,75,247511,2025-04-01,2025-06-29
OPP17911,LEAD043859,ACC02402,USR0024,Needs Analysis,35,164637,2025-04-28,2025-06-20
OPP17912,LEAD043860,ACC04103,USR0115,Needs Analysis,35,296744,2025-06-15,2025-08-14
OPP17913,LEAD043861,ACC02343,USR0068,Proposal,50,122765,2025-04-27,2025-05-13
OPP17914,LEAD043862,ACC04388,USR0024,Negotiation,75,138431,2025-06-03,2025-07-22
OPP17915,LEAD043863,ACC01489,USR0024,Negotiation,75,203423,2025-06-09,2025-07-14
OPP17916,LEAD043865,ACC02653,USR0113,Closed Won,100,248281,2025-05-19,2025-07-26
OPP17917,LEAD043867,ACC02202,USR0115,Qualification,20,92412,2025-07-01,2025-08-08
OPP17918,LEAD043868,ACC00230,USR0039,Closed Won,100,100663,2025-06-29,2025-08-21
OPP17919,LEAD043872,ACC04894,USR0039,Qualification,20,277510,2025-04-01,2025-05-20
OPP17920,LEAD043879,ACC00236,USR0113,Negotiation,75,129960,2025-03-30,2025-05-06
OPP17921,LEAD043880,ACC01030,USR0115,Needs Analysis,35,291059,2025-04-16,2025-06-20
OPP17922,LEAD043881,ACC00213,USR0115,Closed Won,100,287489,2025-03-26,2025-04-26
OPP17923,LEAD043885,ACC02382,USR0039,Qualification,20,223320,2025-03-25,2025-04-19
OPP17924,LEAD043886,ACC02333,USR0113,Needs Analysis,35,109663,2025-06-17,2025-08-06
OPP17925,LEAD043888,ACC01526,USR0191,Needs Analysis,35,247701,2025-06-22,2025-08-06
OPP17926,LEAD043893,ACC00004,USR0113,Proposal,50,141190,2025-04-29,2025-06-26
OPP17927,LEAD043894,ACC04191,USR0191,Proposal,50,156069,2025-04-20,2025-06-29
OPP17928,LEAD043895,ACC02548,USR0191,Closed Won,100,292536,2025-06-17,2025-07-04
OPP17929,LEAD043898,ACC00613,USR0039,Proposal,50,245119,2025-04-22,2025-07-16
OPP17930,LEAD043900,ACC01482,USR0191,Qualification,20,228041,2025-06-28,2025-08-21
OPP17931,LEAD043903,ACC02914,USR0103,Needs Analysis,35,156881,2025-04-01,2025-05-19
OPP17932,LEAD043908,ACC00858,USR0134,Negotiation,75,58936,2025-05-27,2025-08-18
OPP17933,LEAD043913,ACC04377,USR0039,Negotiation,75,171010,2025-04-29,2025-07-15
OPP17934,LEAD043917,ACC00128,USR0039,Qualification,20,137949,2025-04-15,2025-06-28
OPP17935,LEAD043918,ACC01563,USR0103,Negotiation,75,288726,2025-04-22,2025-06-07
OPP17936,LEAD043921,ACC04670,USR0072,Closed Won,100,130851,2022-08-02,2022-08-29
OPP17937,LEAD043926,ACC02431,USR0072,Negotiation,75,257919,2022-06-27,2022-07-21
OPP17938,LEAD043934,ACC00456,USR0191,Needs Analysis,35,289988,2022-07-05,2022-08-16
OPP17939,LEAD043938,ACC03133,USR0103,Qualification,20,127837,2022-06-30,2022-07-22
OPP17940,LEAD043939,ACC03073,USR0072,Negotiation,75,83071,2022-07-24,2022-09-21
OPP17941,LEAD043940,ACC00370,USR0134,Needs Analysis,35,194831,2022-06-29,2022-09-12
OPP17942,LEAD043942,ACC04105,USR0113,Proposal,50,252832,2022-07-04,2022-07-25
OPP17943,LEAD043944,ACC00323,USR0134,Closed Won,100,168406,2022-07-01,2022-08-15
OPP17944,LEAD043946,ACC04610,USR0134,Negotiation,75,141336,2022-07-26,2022-09-23
OPP17945,LEAD043947,ACC04330,USR0068,Proposal,50,91704,2022-08-09,2022-10-10
OPP17946,LEAD043948,ACC03139,USR0024,Proposal,50,40869,2022-07-08,2022-09-24
OPP17947,LEAD043954,ACC01107,USR0072,Qualification,20,179890,2022-07-13,2022-08-11
OPP17948,LEAD043955,ACC01794,USR0115,Needs Analysis,35,88514,2022-07-23,2022-09-05
OPP17949,LEAD043956,ACC00968,USR0039,Qualification,20,7633,2022-06-20,2022-07-28
OPP17950,LEAD043957,ACC03206,USR0072,Closed Lost,0,100503,2022-07-30,2022-10-26
OPP17951,LEAD043958,ACC01662,USR0024,Needs Analysis,35,18297,2022-07-18,2022-09-03
OPP17952,LEAD043959,ACC02204,USR0103,Qualification,20,265860,2022-07-06,2022-08-20
OPP17953,LEAD043961,ACC00623,USR0068,Closed Won,100,204909,2022-07-20,2022-09-18
OPP17954,LEAD043962,ACC02269,USR0113,Proposal,50,169899,2022-07-15,2022-10-02
OPP17955,LEAD043970,ACC02682,USR0103,Negotiation,75,212948,2022-07-09,2022-10-01
OPP17956,LEAD043975,ACC01672,USR0103,Qualification,20,178905,2022-06-30,2022-09-05
OPP17957,LEAD043976,ACC03755,USR0068,Qualification,20,119015,2022-07-23,2022-09-23
OPP17958,LEAD043977,ACC01446,USR0068,Closed Won,100,45117,2022-07-22,2022-08-08
OPP17959,LEAD043981,ACC01595,USR0039,Closed Lost,0,71594,2022-07-08,2022-08-31
OPP17960,LEAD043984,ACC00397,USR0068,Needs Analysis,35,247279,2022-07-12,2022-09-10
OPP17961,LEAD043993,ACC01536,USR0039,Negotiation,75,276722,2022-07-13,2022-08-22
OPP17962,LEAD043994,ACC00222,USR0113,Proposal,50,66385,2022-08-07,2022-09-02
OPP17963,LEAD044002,ACC04396,USR0024,Proposal,50,227221,2022-07-28,2022-10-04
OPP17964,LEAD044004,ACC04960,USR0113,Needs Analysis,35,19355,2022-07-29,2022-09-20
OPP17965,LEAD044005,ACC00853,USR0072,Qualification,20,75760,2022-07-07,2022-09-25
OPP17966,LEAD044006,ACC02298,USR0039,Needs Analysis,35,211413,2022-07-09,2022-09-03
OPP17967,LEAD044008,ACC01949,USR0191,Closed Won,100,225035,2022-07-30,2022-10-18
OPP17968,LEAD044012,ACC01273,USR0072,Negotiation,75,259503,2022-07-02,2022-09-12
OPP17969,LEAD044014,ACC00272,USR0072,Negotiation,75,270385,2022-07-24,2022-09-29
OPP17970,LEAD044018,ACC04625,USR0134,Closed Lost,0,272067,2022-08-04,2022-10-16
OPP17971,LEAD044019,ACC02540,USR0068,Proposal,50,83787,2022-07-23,2022-09-04
OPP17972,LEAD044026,ACC04942,USR0024,Qualification,20,204196,2022-08-06,2022-10-23
OPP17973,LEAD044028,ACC03644,USR0068,Closed Lost,0,62150,2022-06-27,2022-08-30
OPP17974,LEAD044030,ACC04153,USR0039,Qualification,20,286836,2022-07-22,2022-09-30
OPP17975,LEAD044032,ACC04947,USR0068,Qualification,20,274807,2022-07-05,2022-08-14
OPP17976,LEAD044034,ACC00402,USR0068,Needs Analysis,35,195370,2022-07-16,2022-08-05
OPP17977,LEAD044035,ACC00967,USR0115,Needs Analysis,35,240413,2022-07-25,2022-10-06
OPP17978,LEAD044044,ACC02537,USR0072,Needs Analysis,35,138161,2022-07-19,2022-09-29
OPP17979,LEAD044045,ACC02365,USR0113,Qualification,20,102031,2022-07-24,2022-09-28
OPP17980,LEAD044050,ACC02230,USR0134,Qualification,20,178981,2022-07-14,2022-07-31
OPP17981,LEAD044051,ACC01046,USR0113,Negotiation,75,256021,2022-07-16,2022-10-12
OPP17982,LEAD044052,ACC01961,USR0024,Needs Analysis,35,167039,2022-07-30,2022-08-16
OPP17983,LEAD044053,ACC04686,USR0024,Qualification,20,234226,2022-07-30,2022-10-03
OPP17984,LEAD044054,ACC04552,USR0113,Closed Won,100,7300,2022-07-31,2022-10-06
OPP17985,LEAD044057,ACC00855,USR0072,Qualification,20,155896,2022-06-26,2022-07-30
OPP17986,LEAD044058,ACC04954,USR0039,Qualification,20,298246,2022-07-13,2022-09-17
OPP17987,LEAD044060,ACC04963,USR0103,Negotiation,75,87627,2022-07-24,2022-09-13
OPP17988,LEAD044061,ACC01767,USR0103,Needs Analysis,35,254932,2022-07-02,2022-09-08
OPP17989,LEAD044062,ACC01321,USR0103,Negotiation,75,232845,2022-07-15,2022-09-29
OPP17990,LEAD044065,ACC02190,USR0115,Proposal,50,198988,2022-07-11,2022-09-03
OPP17991,LEAD044068,ACC00542,USR0072,Proposal,50,163653,2022-07-14,2022-08-21
OPP17992,LEAD044070,ACC04361,USR0115,Proposal,50,256371,2022-07-24,2022-09-29
OPP17993,LEAD044073,ACC04447,USR0113,Qualification,20,226790,2022-07-17,2022-08-12
OPP17994,LEAD044082,ACC02529,USR0115,Needs Analysis,35,215146,2022-07-19,2022-08-19
OPP17995,LEAD044083,ACC00601,USR0072,Negotiation,75,73019,2022-07-30,2022-10-24
OPP17996,LEAD044084,ACC00263,USR0134,Closed Won,100,265621,2022-07-12,2022-08-08
OPP17997,LEAD044087,ACC04298,USR0068,Qualification,20,170979,2022-07-14,2022-09-20
OPP17998,LEAD044088,ACC01706,USR0134,Qualification,20,292339,2022-08-03,2022-10-29
OPP17999,LEAD044090,ACC04400,USR0191,Qualification,20,63730,2022-08-07,2022-09-27
OPP18000,LEAD044091,ACC02186,USR0072,Closed Won,100,6016,2022-06-28,2022-08-27
OPP18001,LEAD044092,ACC03534,USR0103,Needs Analysis,35,186596,2022-07-29,2022-10-10
OPP18002,LEAD044095,ACC02799,USR0115,Proposal,50,14102,2022-07-29,2022-08-28
OPP18003,LEAD044098,ACC02828,USR0115,Negotiation,75,279745,2022-08-09,2022-09-19
OPP18004,LEAD044099,ACC01248,USR0134,Needs Analysis,35,263197,2022-07-22,2022-09-16
OPP18005,LEAD044100,ACC04718,USR0191,Needs Analysis,35,286380,2022-07-31,2022-10-07
OPP18006,LEAD044101,ACC04556,USR0134,Closed Won,100,149741,2022-07-20,2022-08-24
OPP18007,LEAD044102,ACC04204,USR0024,Proposal,50,155219,2022-07-15,2022-09-08
OPP18008,LEAD044105,ACC04994,USR0103,Qualification,20,97653,2022-08-05,2022-08-30
OPP18009,LEAD044106,ACC00272,USR0115,Proposal,50,60594,2022-07-22,2022-09-23
OPP18010,LEAD044107,ACC04441,USR0024,Qualification,20,59056,2022-07-09,2022-09-09
OPP18011,LEAD044111,ACC00023,USR0072,Negotiation,75,176377,2022-07-13,2022-08-21
OPP18012,LEAD044113,ACC03419,USR0115,Negotiation,75,270421,2022-07-09,2022-09-19
OPP18013,LEAD044116,ACC01260,USR0115,Proposal,50,289004,2022-07-19,2022-10-12
OPP18014,LEAD044117,ACC02434,USR0024,Needs Analysis,35,208705,2022-07-29,2022-08-18
OPP18015,LEAD044118,ACC03717,USR0191,Proposal,50,117238,2022-07-01,2022-08-09
OPP18016,LEAD044121,ACC00499,USR0068,Closed Won,100,298560,2022-07-07,2022-08-19
OPP18017,LEAD044125,ACC04156,USR0115,Negotiation,75,261680,2022-07-11,2022-09-25
OPP18018,LEAD044130,ACC03221,USR0134,Qualification,20,85358,2022-07-16,2022-08-06
OPP18019,LEAD044134,ACC02305,USR0039,Proposal,50,41549,2022-07-05,2022-07-23
OPP18020,LEAD044137,ACC03721,USR0068,Closed Won,100,125917,2022-07-02,2022-09-22
OPP18021,LEAD044138,ACC04469,USR0068,Negotiation,75,219650,2022-07-17,2022-09-12
OPP18022,LEAD044139,ACC03117,USR0068,Negotiation,75,26505,2022-07-13,2022-08-14
OPP18023,LEAD044144,ACC01054,USR0134,Closed Lost,0,25519,2022-07-17,2022-08-05
OPP18024,LEAD044148,ACC04625,USR0134,Qualification,20,31402,2022-07-24,2022-09-02
OPP18025,LEAD044151,ACC01364,USR0103,Negotiation,75,170395,2022-06-30,2022-08-15
OPP18026,LEAD044154,ACC04765,USR0072,Negotiation,75,121021,2022-07-22,2022-08-25
OPP18027,LEAD044155,ACC03635,USR0115,Needs Analysis,35,202019,2022-07-16,2022-10-08
OPP18028,LEAD044157,ACC00464,USR0113,Qualification,20,10313,2022-07-05,2022-08-04
OPP18029,LEAD044159,ACC00126,USR0072,Negotiation,75,199970,2022-07-31,2022-10-28
OPP18030,LEAD044160,ACC01522,USR0039,Negotiation,75,141229,2022-07-30,2022-10-13
OPP18031,LEAD044161,ACC03305,USR0103,Proposal,50,51587,2022-07-30,2022-10-11
OPP18032,LEAD044162,ACC02921,USR0103,Proposal,50,85260,2022-06-23,2022-09-05
OPP18033,LEAD044168,ACC03445,USR0024,Closed Lost,0,47350,2022-07-03,2022-09-24
OPP18034,LEAD044169,ACC02696,USR0024,Needs Analysis,35,287571,2022-06-22,2022-07-07
OPP18035,LEAD044171,ACC01488,USR0103,Negotiation,75,70611,2022-07-12,2022-08-19
OPP18036,LEAD044173,ACC02820,USR0115,Proposal,50,232621,2022-07-26,2022-09-28
OPP18037,LEAD044174,ACC01020,USR0024,Needs Analysis,35,71250,2022-07-24,2022-09-15
OPP18038,LEAD044178,ACC01113,USR0103,Negotiation,75,160322,2022-07-12,2022-09-30
OPP18039,LEAD044179,ACC04180,USR0072,Needs Analysis,35,243874,2022-07-01,2022-08-19
OPP18040,LEAD044180,ACC02495,USR0134,Qualification,20,144609,2022-08-01,2022-10-06
OPP18041,LEAD044181,ACC02133,USR0072,Closed Won,100,10513,2022-07-20,2022-09-21
OPP18042,LEAD044184,ACC00578,USR0072,Qualification,20,88302,2022-08-07,2022-11-01
OPP18043,LEAD044187,ACC03912,USR0113,Closed Won,100,239601,2022-08-03,2022-09-02
OPP18044,LEAD044189,ACC04971,USR0072,Negotiation,75,131551,2022-07-30,2022-09-01
OPP18045,LEAD044191,ACC03324,USR0115,Qualification,20,173714,2022-06-22,2022-09-20
OPP18046,LEAD044196,ACC04399,USR0113,Qualification,20,160425,2022-07-31,2022-09-10
OPP18047,LEAD044198,ACC03520,USR0103,Negotiation,75,232628,2022-07-10,2022-09-29
OPP18048,LEAD044202,ACC03535,USR0068,Needs Analysis,35,130453,2022-08-04,2022-09-15
OPP18049,LEAD044206,ACC00804,USR0024,Closed Lost,0,122315,2022-07-30,2022-08-24
OPP18050,LEAD044209,ACC03666,USR0039,Qualification,20,106078,2022-07-29,2022-08-22
OPP18051,LEAD044212,ACC03005,USR0134,Proposal,50,69696,2022-07-26,2022-09-10
OPP18052,LEAD044216,ACC03978,USR0072,Qualification,20,281236,2022-07-27,2022-09-23
OPP18053,LEAD044220,ACC02372,USR0024,Closed Lost,0,221401,2022-06-29,2022-08-18
OPP18054,LEAD044221,ACC02954,USR0113,Qualification,20,279873,2022-07-17,2022-09-06
OPP18055,LEAD044224,ACC02717,USR0024,Needs Analysis,35,60722,2022-07-29,2022-09-03
OPP18056,LEAD044226,ACC02630,USR0039,Qualification,20,271971,2022-07-22,2022-10-20
OPP18057,LEAD044227,ACC04728,USR0024,Proposal,50,277731,2022-07-09,2022-07-24
OPP18058,LEAD044228,ACC02352,USR0103,Negotiation,75,220895,2022-07-10,2022-08-29
OPP18059,LEAD044229,ACC02129,USR0024,Negotiation,75,212982,2022-07-06,2022-08-04
OPP18060,LEAD044231,ACC00467,USR0024,Qualification,20,295668,2022-07-21,2022-09-22
OPP18061,LEAD044236,ACC01534,USR0039,Closed Lost,0,280162,2022-07-26,2022-10-01
OPP18062,LEAD044237,ACC02706,USR0039,Needs Analysis,35,211979,2022-07-08,2022-07-30
OPP18063,LEAD044238,ACC00886,USR0072,Negotiation,75,286912,2022-07-05,2022-08-31
OPP18064,LEAD044239,ACC03876,USR0134,Closed Won,100,238303,2022-07-30,2022-10-07
OPP18065,LEAD044240,ACC04783,USR0024,Qualification,20,198991,2022-07-12,2022-09-29
OPP18066,LEAD044241,ACC00274,USR0103,Qualification,20,160544,2022-07-26,2022-08-11
OPP18067,LEAD044242,ACC03913,USR0115,Proposal,50,133897,2022-07-21,2022-09-11
OPP18068,LEAD044243,ACC04528,USR0068,Qualification,20,287100,2022-07-04,2022-09-17
OPP18069,LEAD044244,ACC00847,USR0191,Closed Won,100,9650,2022-07-10,2022-08-16
OPP18070,LEAD044246,ACC02003,USR0115,Closed Won,100,100027,2022-07-20,2022-09-15
OPP18071,LEAD044247,ACC02666,USR0103,Qualification,20,43586,2022-07-12,2022-09-06
OPP18072,LEAD044249,ACC04078,USR0113,Needs Analysis,35,96741,2022-06-26,2022-09-17
OPP18073,LEAD044250,ACC02633,USR0115,Proposal,50,157801,2022-07-06,2022-07-31
OPP18074,LEAD044253,ACC00943,USR0072,Needs Analysis,35,68974,2022-07-21,2022-10-07
OPP18075,LEAD044256,ACC00400,USR0113,Qualification,20,193918,2022-07-20,2022-08-19
OPP18076,LEAD044258,ACC02934,USR0113,Needs Analysis,35,242266,2022-07-19,2022-09-07
OPP18077,LEAD044259,ACC01415,USR0068,Proposal,50,111696,2022-08-03,2022-10-21
OPP18078,LEAD044263,ACC01358,USR0039,Closed Won,100,235645,2022-07-03,2022-07-31
OPP18079,LEAD044264,ACC02294,USR0068,Qualification,20,236381,2022-06-25,2022-07-17
OPP18080,LEAD044265,ACC02164,USR0068,Negotiation,75,298136,2022-07-23,2022-08-29
OPP18081,LEAD044268,ACC02689,USR0024,Closed Won,100,165770,2022-07-21,2022-10-10
OPP18082,LEAD044269,ACC04712,USR0024,Negotiation,75,269592,2022-07-25,2022-08-21
OPP18083,LEAD044270,ACC03190,USR0113,Needs Analysis,35,280634,2022-07-04,2022-07-29
OPP18084,LEAD044271,ACC02407,USR0103,Closed Won,100,294335,2022-07-04,2022-07-25
OPP18085,LEAD044275,ACC02614,USR0115,Needs Analysis,35,9928,2022-07-13,2022-08-02
OPP18086,LEAD044277,ACC04329,USR0068,Qualification,20,124683,2022-07-13,2022-09-13
OPP18087,LEAD044284,ACC01681,USR0115,Closed Won,100,24379,2022-07-05,2022-10-03
OPP18088,LEAD044288,ACC00648,USR0068,Proposal,50,103612,2022-07-26,2022-10-14
OPP18089,LEAD044290,ACC03591,USR0039,Qualification,20,127443,2022-07-10,2022-08-28
OPP18090,LEAD044291,ACC02607,USR0103,Proposal,50,33905,2022-07-12,2022-08-13
OPP18091,LEAD044292,ACC01723,USR0068,Needs Analysis,35,141672,2022-07-20,2022-09-02
OPP18092,LEAD044298,ACC01972,USR0115,Needs Analysis,35,206139,2022-06-23,2022-08-25
OPP18093,LEAD044299,ACC02977,USR0024,Qualification,20,15533,2022-07-08,2022-09-18
OPP18094,LEAD044301,ACC04581,USR0134,Needs Analysis,35,89889,2022-07-05,2022-10-02
OPP18095,LEAD044304,ACC01077,USR0024,Proposal,50,31225,2022-07-01,2022-09-25
OPP18096,LEAD044305,ACC04207,USR0115,Needs Analysis,35,154330,2022-07-25,2022-10-07
OPP18097,LEAD044309,ACC04107,USR0072,Negotiation,75,63319,2022-07-22,2022-10-03
OPP18098,LEAD044317,ACC00597,USR0024,Proposal,50,121492,2022-07-25,2022-09-03
OPP18099,LEAD044318,ACC03777,USR0072,Needs Analysis,35,125204,2022-08-11,2022-10-28
OPP18100,LEAD044319,ACC00459,USR0039,Negotiation,75,256694,2022-07-14,2022-09-11
OPP18101,LEAD044324,ACC00293,USR0113,Qualification,20,282364,2022-07-04,2022-08-20
OPP18102,LEAD044325,ACC00590,USR0072,Needs Analysis,35,270512,2022-07-19,2022-08-03
OPP18103,LEAD044330,ACC02537,USR0134,Qualification,20,15282,2022-07-13,2022-10-02
OPP18104,LEAD044332,ACC04059,USR0191,Closed Won,100,136125,2022-07-15,2022-08-26
OPP18105,LEAD044338,ACC01108,USR0103,Negotiation,75,268802,2022-07-13,2022-09-04
OPP18106,LEAD044339,ACC04255,USR0072,Qualification,20,165877,2022-07-08,2022-08-03
OPP18107,LEAD044344,ACC03520,USR0115,Negotiation,75,217619,2022-08-04,2022-08-21
OPP18108,LEAD044345,ACC03594,USR0115,Negotiation,75,292806,2022-07-25,2022-09-17
OPP18109,LEAD044346,ACC04823,USR0115,Proposal,50,193370,2022-08-08,2022-10-30
OPP18110,LEAD044348,ACC03150,USR0024,Qualification,20,186892,2022-07-26,2022-09-20
OPP18111,LEAD044349,ACC02033,USR0134,Needs Analysis,35,160035,2022-07-11,2022-10-08
OPP18112,LEAD044350,ACC01820,USR0068,Negotiation,75,208549,2022-06-28,2022-07-24
OPP18113,LEAD044352,ACC01571,USR0072,Proposal,50,69520,2022-07-06,2022-08-18
OPP18114,LEAD044354,ACC02330,USR0191,Needs Analysis,35,189664,2022-06-30,2022-07-15
OPP18115,LEAD044355,ACC04204,USR0039,Needs Analysis,35,5329,2022-07-26,2022-09-25
OPP18116,LEAD044356,ACC00853,USR0103,Negotiation,75,26002,2022-07-21,2022-08-30
OPP18117,LEAD044357,ACC01421,USR0115,Needs Analysis,35,92529,2022-07-02,2022-09-11
OPP18118,LEAD044358,ACC04437,USR0039,Closed Won,100,224579,2022-06-30,2022-07-24
OPP18119,LEAD044361,ACC01462,USR0072,Qualification,20,22850,2022-07-11,2022-08-08
OPP18120,LEAD044363,ACC01272,USR0115,Negotiation,75,221827,2022-07-14,2022-09-18
OPP18121,LEAD044366,ACC04005,USR0103,Negotiation,75,46155,2022-07-22,2022-09-27
OPP18122,LEAD044368,ACC01046,USR0039,Negotiation,75,179027,2022-07-05,2022-09-26
OPP18123,LEAD044370,ACC02992,USR0134,Negotiation,75,107978,2022-06-29,2022-07-17
OPP18124,LEAD044371,ACC03421,USR0103,Proposal,50,19081,2022-07-03,2022-09-23
OPP18125,LEAD044376,ACC02348,USR0103,Negotiation,75,47629,2022-07-22,2022-08-15
OPP18126,LEAD044377,ACC02072,USR0113,Qualification,20,216547,2022-07-31,2022-10-03
OPP18127,LEAD044379,ACC01770,USR0113,Negotiation,75,39545,2022-07-20,2022-09-01
